Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_usage#test_aggregate_by_tier","Event aggregator groups events by tier and route","passed","1ms",,,"Aggregate usage events by tier passed (0s)
  summary: { | ""events"": 3, | ""tool_count"": 2, | ""tool_saved"": 18000, | ""rag_est_tokens"": 1800, | ""top_route"": [ | ""tool-rg-search"", | 2 | ] | } passed (0s)
 Verify tier and route grouping passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Aggregation"
"tests.test_usage#test_load_events_reads_archives","Event loader reads current log and rotated archives","passed","1ms",,,"Load events from current log and archive passed (1ms)
  commands: archived, current passed (0s)
  skipped: 0 passed (0s)
 Verify both archive and current events loaded passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Archives"
"tests.test_usage#test_load_events_skips_bad_lines","Event loader skips malformed JSON lines","passed","1ms",,,"Load events from log with malformed line passed (1ms)
  loaded events: 2 passed (0s)
  skipped lines: 1 passed (0s)
 Verify valid events loaded and bad line skipped passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Log loading"
"tests.test_usage#test_load_events_skips_non_dict_lines","Event loader skips non-dict JSON lines (bare null / list)","passed","1ms",,,"Load events from a log with non-dict lines passed (0s)
 Verify only dict events load and the rest are skipped passed (1ms)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Log loading"
"tests.test_pyramid_layers#test_every_test_module_has_pyramid_layer","Every test module has a pyramid layer mapping","passed","2ms",,,"Collect test modules and check layer mappings passed (0s)
  test modules: test_advisory | test_baseline | test_branch_coverage | test_budget | test_budget_gaps | test_budget_policy | test_cheap_llm | test_cli | test_cli_commands | test_cli_gaps | test_cli_handlers | test_code_search | test_code_search_gaps | t... passed (0s)
  missing mappings: (none) passed (0s)
 Verify all modules have pyramid layer passed (1ms)","Test infrastructure","Pyramid layers",,"Test infrastructure","Pyramid layers","Module mapping"
"tests.test_settings#test_example_workspace_config","example_workspace_config returns YAML snippet","passed","0s",,,,"Configuration","Ollama settings",,"Configuration","Ollama settings","Example"
"tests.test_pipeline#test_parse_named_pipeline_rejects_excess_args","Excess recipe args raise ValueError","passed","12ms",,,"Parse meta-audit with trailing junk passed (6ms)
 Parse search-rag with kwargs already bound + leftover passed (6ms)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_executors#test_execute_plan_refuses_non_readonly","Execute plan refuses non-read-only Ollama route","passed","1ms",,,"Build non-read-only Ollama plan (batch-inventory) passed (0s)
  decision: { | ""target"": ""ollama"", | ""read_only"": false | } passed (0s)
  execute output: Refusing --execute: route is not read-only. | Dry-run: | cd /tmp/pytest-of-runner/pytest-0/test_execute_plan_refuses_non_0 && ./scripts/ollama/batch-inventory.sh  # pass args as needed | Run the script manually if side effects are intended. passed (0s)
  exit code: 1 passed (0s)
 Verify execute is refused for non-readonly passed (0s)","Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_task_rag_route_returns_hits","Execute task on RAG route returns formatted doc hits","passed","68ms",,,"Execute RAG-routed documentation question passed (68ms)
  output: RAG hits for: which -D flag for baseUrl | 1. [test-baseurl] score=4.0  (config) | docs/rag/config/test-chunk.md | baseUrl is configured via -DbaseUrl flag in Gradle. | --- passed (0s)
  decision: { | ""target"": ""rag"", | ""used_rag_fallback"": false | } passed (0s)
 Verify RAG hits in output passed (0s)","Routing","Task execution",,"Routing","Task execution","RAG tier"
"tests.test_executors#test_execute_task_tool_finds_baseurl","Execute task runs ripgrep and returns matches without RAG fallback","passed","78ms",,,"Execute find task via tool tier passed (77ms)
  output: projects/sample.js:1:const baseUrl = 'http://localhost'; | projects/sample-0.js:1:const baseUrl = 'http://localhost/0'; | projects/sample-2.js:1:const baseUrl = 'http://localhost/2'; | docs/rag/config/test-chunk.md:1:baseUrl is configure... passed (0s)
  decision: { | ""target"": ""tool"", | ""exit_code"": 0 | } passed (0s)
 Verify ripgrep match without RAG fallback passed (0s)","Routing","Task execution",,"Routing","Task execution","Tool tier"
"tests.test_executors#test_execute_plan_stdout_stderr_concat","execute_plan concatenates stdout and stderr and passes returncode","passed","0s",,,,"Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_plan_empty_output_uses_dry_run","execute_plan falls back to dry-run output when command prints nothing","passed","1ms",,,,"Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_plan_refuse_message_exact","execute_plan refuse message is exact and returns exit 1","passed","0s",,,,"Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_plan_timeout","execute_plan returns exit 124 when the command times out","passed","1ms",,,"Run an executable plan whose subprocess times out passed (0s)
  execute output: Command timed out after 120s: cd /tmp/pytest-of-runner/pytest-0/test_execute_plan_timeout0 && python scripts/meta-sync-check.py passed (0s)
  exit code: 124 passed (0s)
 Verify timeout is caught and surfaced passed (0s)","Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_plan_timeout_selection","execute_plan uses RG_TIMEOUT for tool tier and SCRIPT_TIMEOUT otherwise","passed","0s",,,,"Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors#test_execute_plan_timeout_selection","execute_plan uses RG_TIMEOUT for tool tier and SCRIPT_TIMEOUT otherwise","passed","1ms",,,,"Routing","Task execution",,"Routing","Task execution","Execute safety"
"tests.test_executors_gaps#test_execute_plan_no_command_exit_zero","execute_plan with no command returns exit 0 and the dry-run output","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_cursor_exact","execute_task cursor tier: exact refuse text + exit 1 + decision preserved","passed","0s",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_guard_and","execute_task guard is 'executable AND command' (kills 'or')","passed","0s",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_not_executable_final","execute_task non-executable tier: final execute_plan output, exit=code, decision","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_nontool_executable","execute_task non-tool executable tier: raw output, exit=code, decision","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_threads_root","execute_task threads the resolved root into route_task and plan_run","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_filtered_equals_raw","execute_task tool tier: filtered==raw (no noise) → filtered output, exit=code","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_filtered_three_lines_no_append","execute_task tool tier: filtered≠raw with exactly 3 lines → no RAG append (kills <3 boundary)","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_filtered_no_rag","execute_task tool tier: filtered≠raw, no RAG → note only, exit=code, decision","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_filtered_short_with_rag","execute_task tool tier: filtered≠raw, short → appends RAG (exact note, exit 0)","passed","0s",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_weak_no_rag","execute_task tool tier: weak rg + no RAG → raw output, exit=code, decision","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_executors_gaps#test_execute_task_weak_with_rag","execute_task tool tier: weak rg + RAG fallback → exact output, exit 0, decision","passed","1ms",,,,"Routing","Executors gaps",,"Routing","Task execution",
"tests.test_security#test_pipeline_execute_rejects_outside_path","execute=True rejects audit-skill / classify-file paths outside workspace","passed","66ms",,,"Reject absolute audit-skill path outside root at parse passed (7ms)
  outside skill: /tmp/pytest-of-runner/pytest-0/outside-pipeline0/SKILL.md passed (0s)
 Reject absolute classify-file path outside root at parse passed (6ms)
   outside file: /tmp/pytest-of-runner/pytest-0/outside-pipeline0/secret.txt passed (0s)
  execute=True does not run subprocess for outside path passed (14ms)
    subprocess calls: 0 passed (0s)
   Reject ../ escape, empty classify-file, missing bare name passed (18ms)
     outside dir: /tmp/pytest-of-runner/pytest-0/outside-pipeline0 passed (0s)
    Accept classify-file under root; reject absolute dir / missing abs passed (19ms)","Security","Shell quoting",,"Security","Shell quoting","Pipeline path confinement"
"tests.test_usage_gaps#test_executor_ollama_fallback","executor_from_decision falls back to ollama settings on resolve failure","passed","1ms",,,,"Usage","Usage gaps",,"Usage","Event build",
"tests.test_usage#test_executor_from_decision_uses_workspace_model","executor_from_decision uses workspace cheap_llm model for ollama tier","passed","5ms",,,,"Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Event builders"
"tests.test_llm_invoke_gaps#test_invoke_expensive_allowed","expensive candidate allowed by spend guard proceeds to chat","passed","7ms",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_llm_invoke_gaps#test_invoke_expensive_blocked","expensive candidate blocked by spend guard is skipped","passed","5ms",,,,"tests","test_llm_invoke_gaps",,,,
"tests.test_spend_guard_gaps#test_expensive_opt_in","expensive_opt_in: disabled, cli flag, and env vars","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_expensive_opt_in_env_tokens","expensive_opt_in: every accepted env token for both env vars","passed","0s",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_expensive_opt_in_env_tokens","expensive_opt_in: every accepted env token for both env vars","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_expensive_opt_in_env_tokens","expensive_opt_in: every accepted env token for both env vars","passed","0s",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_spend_guard_gaps#test_expensive_opt_in_env_tokens","expensive_opt_in: every accepted env token for both env vars","passed","1ms",,,,"Spend guard","Spend guard",,"Spend guard","Expensive LLM gate",
"tests.test_router#test_explain_route_cursor_fallback","explain_route on cursor fallback names the fallback reason","passed","108ms",,,,"Routing","Task router",,"Routing","Task router","Explainable routing"
"tests.test_router#test_explain_route_structure","explain_route returns reason, matched, saved_est and runner_up","passed","125ms",,,"explanation: { | ""selected_tier"": ""tool"", | ""route_id"": ""tool-rg-search"", | ""reason"": ""matched tool-rg-search on: find"", | ""matched"": [ | ""find"" | ], | ""saved_est"": 6011, | ""runner_up"": { | ""tier"": ""rag"", | ""route_id"": ""rag-config-keys"", | ""est_token... passed (0s)","Routing","Task router",,"Routing","Task router","Explainable routing"
"tests.test_router_gaps#test_explain_route_fallback_reason","explain_route: cursor-fallback reason string; None runner-up stays None","passed","0s",,,"exact fallback reason (kills case/verbatim string mutants) passed (0s)
 no runner → runner_up is None, not '' (kills init '' mutant) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router#test_explain_route_generic_reason","explain_route: empty rationale falls back to generic tier reason","passed","57ms",,,,"Routing","Task router",,"Routing","Task router","Explainable routing"
"tests.test_router_gaps#test_explain_route_matched_wiring","explain_route: matched reason, saved/runner-up wiring, exact args threaded","passed","1ms",,,"reason joins matched tokens with ', ' (kills join-string mutant) passed (0s)
 cursor_saved_for gets real root + decision.target (kills None args) passed (0s)
  _runner_up gets real root (kills root=None); dict built (kills runner=None) passed (0s)","Router","Router gaps",,"Router","Route status",
"tests.test_router#test_explain_route_edge_branches","explain_route: rationale fallback, budget_policy note, saved-est error","passed","56ms",,,"explanation: { | ""selected_tier"": ""python"", | ""route_id"": ""script-check-meta-sync"", | ""reason"": ""python tier chosen by policy; budget_policy: cheap tier forced by daily cap"", | ""matched"": [], | ""saved_est"": 0, | ""runner_up"": { | ""tier"": ""cursor"", | ""... passed (0s)","Routing","Task router",,"Routing","Task router","Explainable routing"
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","1ms",,,"Extract search query from task passed (0s)
  task: find baseUrl in test config passed (0s)
  expected: baseUrl passed (0s)
  extracted: baseUrl passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
"tests.test_search#test_extract_search_query","Extract search query `baseUrl` from task","passed","0s",,,"Extract search query from task passed (0s)
  task: find baseUrl in configurator presets passed (0s)
  expected: baseUrl passed (0s)
  extracted: baseUrl passed (0s)
 Verify extracted query matches expected passed (0s)","Routing","Tool search helpers",,"Routing","Tool search helpers","Query extraction"
